bbox,bbox_area_fraction,bbox_opaque_corner_fraction,bbox_opaque_edge_fraction,bbox_opaque_fill,bbox_visible_corner_fraction,bbox_visible_edge_fraction,bbox_visible_fill,canvas_opaque_fraction,provider,recovery_note,recovery_source_url,recovery_status,satellite_position,service_reference,source,source_reason,source_sha256,source_status
"4,16,216,116",0.730028,0.0,0.0,0.970755,0.75,0.996795,0.999953,0.708678,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_1B62_70E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_1B62_70E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,4472b913cc75337d3b76a6a68b9472f002602c1563ddda30ad899f5492c8d04f,SOURCE-REVIEW
"4,15,215,117",0.741116,0.0,0.0,0.971099,1.0,1.0,1.0,0.719697,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_1B76_70E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_1B76_70E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,8070d762cc8641a5c014454d0c9cf21546e771f395b38876ee017ad57e86a797,SOURCE-REVIEW
"4,16,216,116",0.730028,0.0,0.0,0.970755,0.75,0.996795,0.999953,0.708678,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_1F60_80E3_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_1F60_80E3_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,4472b913cc75337d3b76a6a68b9472f002602c1563ddda30ad899f5492c8d04f,SOURCE-REVIEW
"4,16,216,116",0.730028,0.0,0.0,0.970755,0.75,0.996795,0.999953,0.708678,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_2652_98E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_2652_98E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,4472b913cc75337d3b76a6a68b9472f002602c1563ddda30ad899f5492c8d04f,SOURCE-REVIEW
"4,15,215,117",0.741116,0.0,0.0,0.971099,1.0,1.0,1.0,0.719697,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_2666_98E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_2666_98E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,8070d762cc8641a5c014454d0c9cf21546e771f395b38876ee017ad57e86a797,SOURCE-REVIEW
"4,16,216,116",0.730028,0.0,0.0,0.970755,0.75,0.996795,0.999953,0.708678,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_3EE_10E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_3EE_10E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,4472b913cc75337d3b76a6a68b9472f002602c1563ddda30ad899f5492c8d04f,SOURCE-REVIEW
"20,2,201,130",0.797796,0.0,0.0,0.971987,1.0,1.0,1.0,0.775448,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_3EF_10E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_3EF_10E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,94be39687e46d7bde1978258f16363bfc126910164eca739dd28db097e1a5be5,SOURCE-REVIEW
"4,16,216,116",0.730028,0.0,0.0,0.970755,0.75,0.996795,0.999953,0.708678,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_70B_18E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_70B_18E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,4472b913cc75337d3b76a6a68b9472f002602c1563ddda30ad899f5492c8d04f,SOURCE-REVIEW
"70,1,149,131",0.35365,0.0,0.0,0.935151,1.0,1.0,1.0,0.330716,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_714_18E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_714_18E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,39b3e56260a82190bcdb35672a9e957d2cb03489ccd39745d867ae10ac72cff3,SOURCE-REVIEW
"4,15,215,117",0.741116,0.0,0.0,0.971099,1.0,1.0,1.0,0.719697,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_71F_18E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_71F_18E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,3023fd03433375c0bab45a8c3f6bf42a7af132fbe59d85574c2937f4ff89379a,SOURCE-REVIEW
"4,16,216,116",0.730028,0.0,0.0,0.970755,0.75,0.996795,0.999953,0.708678,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_AFB_28E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_AFB_28E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,4472b913cc75337d3b76a6a68b9472f002602c1563ddda30ad899f5492c8d04f,SOURCE-REVIEW
"4,15,215,117",0.741116,0.0,0.0,0.971099,1.0,1.0,1.0,0.719697,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_B0F_28E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_B0F_28E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,3023fd03433375c0bab45a8c3f6bf42a7af132fbe59d85574c2937f4ff89379a,SOURCE-REVIEW
"4,16,216,116",0.730028,0.0,0.0,0.970755,0.75,0.996795,0.999953,0.708678,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_FA9_40E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_FA9_40E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,4472b913cc75337d3b76a6a68b9472f002602c1563ddda30ad899f5492c8d04f,SOURCE-REVIEW
"4,15,215,117",0.741116,0.0,0.0,0.971099,1.0,1.0,1.0,0.719697,canale-italia,,,RECOVERY-SEARCH,9.0e,1_0_1_FBD_40E1_217C_5A0000_0_0_0.png,picons/9.0e/canale-italia/transparent/1_0_1_FBD_40E1_217C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,8070d762cc8641a5c014454d0c9cf21546e771f395b38876ee017ad57e86a797,SOURCE-REVIEW
"1,37,219,94",0.427893,0.0,0.0,0.947207,1.0,1.0,1.0,0.405303,epiqa,,,RECOVERY-SEARCH,9.0e,1_0_16_1C02_384_110_5A0000_0_0_0.png,picons/9.0e/epiqa/transparent/1_0_16_1C02_384_110_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,8b623b3e9b8c77a7a755b983d2b09f18bb2b2d9d70fa5c9fd397f199a744847d,SOURCE-REVIEW
"1,50,219,81",0.232713,0.0,0.0,0.918319,1.0,1.0,1.0,0.213705,m7-group,,,RECOVERY-SEARCH,9.0e,1_0_1_200_2134_9C_5A0000_0_0_0.png,picons/9.0e/m7-group/transparent/1_0_1_200_2134_9C_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,f781b6ad2c1cb0cddecc380814edc4fe16a4f0636e02feabf1373a0de740115a,SOURCE-REVIEW
"57,13,164,120",0.394249,0.0,0.0,0.962966,1.0,1.0,1.0,0.379649,ote,,,RECOVERY-SEARCH,9.0e,1_0_1_3E9_2_AA_5A0000_0_0_0.png,picons/9.0e/ote/transparent/1_0_1_3E9_2_AA_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,b9b9484a35932ae46a48b6560f2a94bff64c5781134eb2f20e62da742a3f2fd0,SOURCE-REVIEW
"57,13,164,120",0.394249,0.0,0.0,0.962966,1.0,1.0,1.0,0.379649,ote,,,RECOVERY-SEARCH,9.0e,1_0_1_3EF_5_AA_5A0000_0_0_0.png,picons/9.0e/ote/transparent/1_0_1_3EF_5_AA_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,b9b9484a35932ae46a48b6560f2a94bff64c5781134eb2f20e62da742a3f2fd0,SOURCE-REVIEW
"57,13,164,120",0.394249,0.0,0.0,0.962966,1.0,1.0,1.0,0.379649,ote,,,RECOVERY-SEARCH,9.0e,1_0_1_3F3_5_AA_5A0000_0_0_0.png,picons/9.0e/ote/transparent/1_0_1_3F3_5_AA_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,b9b9484a35932ae46a48b6560f2a94bff64c5781134eb2f20e62da742a3f2fd0,SOURCE-REVIEW
"57,13,164,120",0.394249,0.0,0.0,0.962966,1.0,1.0,1.0,0.379649,ote,,,RECOVERY-SEARCH,9.0e,1_0_1_3F6_2_AA_5A0000_0_0_0.png,picons/9.0e/ote/transparent/1_0_1_3F6_2_AA_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,b9b9484a35932ae46a48b6560f2a94bff64c5781134eb2f20e62da742a3f2fd0,SOURCE-REVIEW
"57,13,164,120",0.394249,0.0,0.0,0.962966,1.0,1.0,1.0,0.379649,ote,,,RECOVERY-SEARCH,9.0e,1_0_1_3FA_6_AA_5A0000_0_0_0.png,picons/9.0e/ote/transparent/1_0_1_3FA_6_AA_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,b9b9484a35932ae46a48b6560f2a94bff64c5781134eb2f20e62da742a3f2fd0,SOURCE-REVIEW
"57,13,164,120",0.394249,0.0,0.0,0.962966,1.0,1.0,1.0,0.379649,ote,,,RECOVERY-SEARCH,9.0e,1_0_1_41F_5_AA_5A0000_0_0_0.png,picons/9.0e/ote/transparent/1_0_1_41F_5_AA_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,b9b9484a35932ae46a48b6560f2a94bff64c5781134eb2f20e62da742a3f2fd0,SOURCE-REVIEW
"57,13,164,120",0.394249,0.0,0.0,0.962966,1.0,1.0,1.0,0.379649,ote,,,RECOVERY-SEARCH,9.0e,1_0_1_448_4_AA_5A0000_0_0_0.png,picons/9.0e/ote/transparent/1_0_1_448_4_AA_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,b9b9484a35932ae46a48b6560f2a94bff64c5781134eb2f20e62da742a3f2fd0,SOURCE-REVIEW
"57,13,164,120",0.394249,0.0,0.0,0.962966,1.0,1.0,1.0,0.379649,ote,,,RECOVERY-SEARCH,9.0e,1_0_1_456_5_AA_5A0000_0_0_0.png,picons/9.0e/ote/transparent/1_0_1_456_5_AA_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,b9b9484a35932ae46a48b6560f2a94bff64c5781134eb2f20e62da742a3f2fd0,SOURCE-REVIEW
"57,13,164,120",0.394249,0.0,0.0,0.962966,1.0,1.0,1.0,0.379649,ote,,,RECOVERY-SEARCH,9.0e,1_0_1_45A_1_AA_5A0000_0_0_0.png,picons/9.0e/ote/transparent/1_0_1_45A_1_AA_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,b9b9484a35932ae46a48b6560f2a94bff64c5781134eb2f20e62da742a3f2fd0,SOURCE-REVIEW
"57,13,164,120",0.394249,0.0,0.0,0.962966,1.0,1.0,1.0,0.379649,ote,,,RECOVERY-SEARCH,9.0e,1_0_1_45F_1_AA_5A0000_0_0_0.png,picons/9.0e/ote/transparent/1_0_1_45F_1_AA_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,b9b9484a35932ae46a48b6560f2a94bff64c5781134eb2f20e62da742a3f2fd0,SOURCE-REVIEW
"57,13,164,120",0.394249,0.0,0.0,0.962966,1.0,1.0,1.0,0.379649,ote,,,RECOVERY-SEARCH,9.0e,1_0_1_46B_8_AA_5A0000_0_0_0.png,picons/9.0e/ote/transparent/1_0_1_46B_8_AA_5A0000_0_0_0.png,suspected rectangular raster background in transparent source,b9b9484a35932ae46a48b6560f2a94bff64c5781134eb2f20e62da742a3f2fd0,SOURCE-REVIEW
